name_1,name_2
Yash Birla Group,"Birla Lifestyle Ltd,"
Yash Birla Group,Birla Concepts (India) Pvt. Ltd
Yash Birla Group,"Birla Shloka Infotech Ltd,"
Yash Birla Group,Birla Cotsyn (India) Ltd
Yash Birla Group,Melstar Information Technologies[17]
Bakrie Group,"Bentu PSC, Riau[20]"
Bakrie Group,"Buzi EPCC, Mozambique[19]"
Bakrie Group,"Gebang PSC, North Sumatra[21]"
Bakrie Group,"Kangean PSC, East Java[22]"
Bakrie Group,"Korinci Baru PSC, Riau[23]"
Bakrie Group,"Malacca Strait PSC, Sumatra[24]"
Bakrie Group,"Sangatta II CBM PSC, East Kalimantan[25]"
Bakrie Group,"Tonga PSC, Sumatra[26]"
Bumi Laut Group,The Bumi Laut Group is now in its fourth generation of business owners.
CT Corp,Para Group
CT Corp,"PT Mega Corpora (Mega Corp)
PT Bank Mega Tbk
PT Bank Syariah Mega Indonesia (Bank Mega Syariah)
PT Asuransi Jiwa Mega Indonesia (PFI Mega Life)
PT Asuransi Umum Mega (Mega Insurance)
PT Mega Capital Indonesia (Mega Capital)
Mega Capital Sekuritas
PT Mega Asset Management (Mega Asset)
PT Mega Capital Investama (Mega Investama)
PT Mega Finance
PT Mega Auto Finance
PT Mega Central Finance"
CT Corp,PT Bank Mega Tbk
CT Corp,PT Bank Syariah Mega Indonesia (Bank Mega Syariah)
CT Corp,PT Asuransi Jiwa Mega Indonesia (PFI Mega Life)
CT Corp,PT Asuransi Umum Mega (Mega Insurance)
CT Corp,PT Mega Capital Indonesia (Mega Capital)
CT Corp,Mega Capital Sekuritas
CT Corp,PT Mega Asset Management (Mega Asset)
CT Corp,PT Mega Capital Investama (Mega Investama)
CT Corp,PT Mega Finance
CT Corp,PT Mega Auto Finance
CT Corp,PT Mega Central Finance
CT Corp,"PT Trans Corporation (Trans Corp)
PT Trans Media Corpora (Trans Media)
PT Televisi Transformasi Indonesia (Trans TV)
PT Duta Visual Nusantara Tivi Tujuh (Trans7)
PT Trans News Corpora (CNN Indonesia, CNNIndonesia.com)
CNBC Indonesia
SBS-in
PT Trans Digital Media (detik Network)
PT Agranet Multicitra Siberkom (detik.com)
HaiBunda.com
Insertlive.com
PT Trans Media Sosial (TMS)
PT Transinema Pictures (Transinema Pictures)
PT Trans Talent Management Corpora (Trans Talent Management)
PT SM Entertainment Indonesia (SM Entertainment)
PT Indonusa Telemedia (TransVision)[2]
PT Trans Lifestyle
PT AntaVaya Corporate Travel (AntaVaya)
PT Vaya Micetama Servindo (Pergi.com)
Trans Fashion
PT Trans Fashion Indonesia
PT Trans Mahagaya (Prada, Miu Miu, Tod’s, Aigner, Brioni, Celio, Hugo Boss, Francesco Biasia, Jimmy Choo, Canali, Mango, Salvatore Ferragamo, Furla, Geox)
Trans Fashion Thailand Co Ltd
Wanmani Group Co Ltd (Giorgio Armani, Emporio Armani, Tod's, Canali)
PT Trans Branded Outlet
PT Trans Food & Beverage (Trans F&B)
PT Trans Coffee (The Coffee Bean & Tea Leaf)
PT Trans Burger (Wendy's)
PT Trans Ice (Baskin-Robbins)
PT Metropolitan Retailmart (Metro Department Store)
PT Trans Ritel (Trans Retail)
PT Trans Retail Indonesia (Transmart)
PT Trans Ritel Properti (Trans Studio Mini)
PT Trans Rekreasindo (KidCity)
Index Living Mall
Transliving
PT Trans Groserindo Indonesia (Groserindo)
PT Trans Rekan Media
PT Trans Entertainment
PT Trans Event Produksi (Trans Event)
PT Trans Property
PT Batam Indah Investindo
PT Mega Indah Propertindo
PT Para Bali Propertindo
Trans Park
PT Trans Cibubur Property (Trans Park Cibubur)
Trans Park Juanda
Trans Park Mall Juanda
Trans Park Bintaro
Trans Park Lampung
Trans Park Kupang
The Trans Icon
Trans Park Jember
PT Trans Studio
Trans Studio Bandung
Trans Studio Resort Bandung
PT Para Bandung Propertindo (Trans Studio Mall Bandung)
The Trans Luxury Hotel
Ibis Trans Studio Hotel
Masjid Agung Trans Studio Bandung
Trans Studio Cibubur
Trans Studio Mall Cibubur
Trans Studio Resort Bali
Trans Snow World
Trans Studio Snow Town
Aston Tanjung Pinang Hotel & Conference Center
Trans Studio Ski World
Trans Studio Bali
Trans Studio Mall Bali
The Trans Resort Bali
Fashion Hotel Legian
Trans Studio Makassar
PT Trans Kalla Makassar (Trans Studio Resort Makassar)
Trans Studio Mall Makassar
Trans City
Gedung Trans TV
Menara Bank Mega
Wisma Trans Lifestyle
Graha Trans Coffee
PT Trans Oto Internasional
1-Station"
CT Corp,"PT Trans Media Corpora (Trans Media)
PT Televisi Transformasi Indonesia (Trans TV)
PT Duta Visual Nusantara Tivi Tujuh (Trans7)
PT Trans News Corpora (CNN Indonesia, CNNIndonesia.com)
CNBC Indonesia
SBS-in
PT Trans Digital Media (detik Network)
PT Agranet Multicitra Siberkom (detik.com)
HaiBunda.com
Insertlive.com
PT Trans Media Sosial (TMS)
PT Transinema Pictures (Transinema Pictures)
PT Trans Talent Management Corpora (Trans Talent Management)
PT SM Entertainment Indonesia (SM Entertainment)
PT Indonusa Telemedia (TransVision)[2]"
CT Corp,PT Televisi Transformasi Indonesia (Trans TV)
CT Corp,PT Duta Visual Nusantara Tivi Tujuh (Trans7)
CT Corp,"PT Trans News Corpora (CNN Indonesia, CNNIndonesia.com)"
CT Corp,CNBC Indonesia
CT Corp,SBS-in
CT Corp,"PT Trans Digital Media (detik Network)
PT Agranet Multicitra Siberkom (detik.com)
HaiBunda.com
Insertlive.com
PT Trans Media Sosial (TMS)"
CT Corp,PT Agranet Multicitra Siberkom (detik.com)
CT Corp,HaiBunda.com
CT Corp,Insertlive.com
CT Corp,PT Trans Media Sosial (TMS)
CT Corp,PT Transinema Pictures (Transinema Pictures)
CT Corp,PT Trans Talent Management Corpora (Trans Talent Management)
CT Corp,PT SM Entertainment Indonesia (SM Entertainment)
CT Corp,PT Indonusa Telemedia (TransVision)[2]
CT Corp,"PT Trans Lifestyle
PT AntaVaya Corporate Travel (AntaVaya)
PT Vaya Micetama Servindo (Pergi.com)
Trans Fashion
PT Trans Fashion Indonesia
PT Trans Mahagaya (Prada, Miu Miu, Tod’s, Aigner, Brioni, Celio, Hugo Boss, Francesco Biasia, Jimmy Choo, Canali, Mango, Salvatore Ferragamo, Furla, Geox)
Trans Fashion Thailand Co Ltd
Wanmani Group Co Ltd (Giorgio Armani, Emporio Armani, Tod's, Canali)
PT Trans Branded Outlet
PT Trans Food & Beverage (Trans F&B)
PT Trans Coffee (The Coffee Bean & Tea Leaf)
PT Trans Burger (Wendy's)
PT Trans Ice (Baskin-Robbins)
PT Metropolitan Retailmart (Metro Department Store)
PT Trans Ritel (Trans Retail)
PT Trans Retail Indonesia (Transmart)
PT Trans Ritel Properti (Trans Studio Mini)
PT Trans Rekreasindo (KidCity)
Index Living Mall
Transliving
PT Trans Groserindo Indonesia (Groserindo)
PT Trans Rekan Media
PT Trans Entertainment
PT Trans Event Produksi (Trans Event)"
CT Corp,PT AntaVaya Corporate Travel (AntaVaya)
CT Corp,PT Vaya Micetama Servindo (Pergi.com)
CT Corp,"Trans Fashion
PT Trans Fashion Indonesia
PT Trans Mahagaya (Prada, Miu Miu, Tod’s, Aigner, Brioni, Celio, Hugo Boss, Francesco Biasia, Jimmy Choo, Canali, Mango, Salvatore Ferragamo, Furla, Geox)
Trans Fashion Thailand Co Ltd
Wanmani Group Co Ltd (Giorgio Armani, Emporio Armani, Tod's, Canali)"
CT Corp,"PT Trans Fashion Indonesia
PT Trans Mahagaya (Prada, Miu Miu, Tod’s, Aigner, Brioni, Celio, Hugo Boss, Francesco Biasia, Jimmy Choo, Canali, Mango, Salvatore Ferragamo, Furla, Geox)"
CT Corp,"PT Trans Mahagaya (Prada, Miu Miu, Tod’s, Aigner, Brioni, Celio, Hugo Boss, Francesco Biasia, Jimmy Choo, Canali, Mango, Salvatore Ferragamo, Furla, Geox)"
CT Corp,"Trans Fashion Thailand Co Ltd
Wanmani Group Co Ltd (Giorgio Armani, Emporio Armani, Tod's, Canali)"
CT Corp,"Wanmani Group Co Ltd (Giorgio Armani, Emporio Armani, Tod's, Canali)"
CT Corp,PT Trans Branded Outlet
CT Corp,"PT Trans Food & Beverage (Trans F&B)
PT Trans Coffee (The Coffee Bean & Tea Leaf)
PT Trans Burger (Wendy's)
PT Trans Ice (Baskin-Robbins)"
CT Corp,PT Trans Coffee (The Coffee Bean & Tea Leaf)
CT Corp,PT Trans Burger (Wendy's)
CT Corp,PT Trans Ice (Baskin-Robbins)
CT Corp,PT Metropolitan Retailmart (Metro Department Store)
CT Corp,"PT Trans Ritel (Trans Retail)
PT Trans Retail Indonesia (Transmart)
PT Trans Ritel Properti (Trans Studio Mini)
PT Trans Rekreasindo (KidCity)
Index Living Mall
Transliving
PT Trans Groserindo Indonesia (Groserindo)"
CT Corp,PT Trans Retail Indonesia (Transmart)
CT Corp,PT Trans Ritel Properti (Trans Studio Mini)
CT Corp,PT Trans Rekreasindo (KidCity)
CT Corp,Index Living Mall
CT Corp,Transliving
CT Corp,PT Trans Groserindo Indonesia (Groserindo)
CT Corp,PT Trans Rekan Media
CT Corp,PT Trans Entertainment
CT Corp,PT Trans Event Produksi (Trans Event)
CT Corp,"PT Trans Property
PT Batam Indah Investindo
PT Mega Indah Propertindo
PT Para Bali Propertindo
Trans Park
PT Trans Cibubur Property (Trans Park Cibubur)
Trans Park Juanda
Trans Park Mall Juanda
Trans Park Bintaro
Trans Park Lampung
Trans Park Kupang
The Trans Icon
Trans Park Jember
PT Trans Studio
Trans Studio Bandung
Trans Studio Resort Bandung
PT Para Bandung Propertindo (Trans Studio Mall Bandung)
The Trans Luxury Hotel
Ibis Trans Studio Hotel
Masjid Agung Trans Studio Bandung
Trans Studio Cibubur
Trans Studio Mall Cibubur
Trans Studio Resort Bali
Trans Snow World
Trans Studio Snow Town
Aston Tanjung Pinang Hotel & Conference Center
Trans Studio Ski World
Trans Studio Bali
Trans Studio Mall Bali
The Trans Resort Bali
Fashion Hotel Legian
Trans Studio Makassar
PT Trans Kalla Makassar (Trans Studio Resort Makassar)
Trans Studio Mall Makassar
Trans City
Gedung Trans TV
Menara Bank Mega
Wisma Trans Lifestyle
Graha Trans Coffee"
CT Corp,PT Batam Indah Investindo
CT Corp,PT Mega Indah Propertindo
CT Corp,PT Para Bali Propertindo
CT Corp,"Trans Park
PT Trans Cibubur Property (Trans Park Cibubur)
Trans Park Juanda
Trans Park Mall Juanda
Trans Park Bintaro
Trans Park Lampung
Trans Park Kupang
The Trans Icon
Trans Park Jember"
CT Corp,PT Trans Cibubur Property (Trans Park Cibubur)
CT Corp,Trans Park Juanda
CT Corp,Trans Park Mall Juanda
CT Corp,Trans Park Bintaro
CT Corp,Trans Park Lampung
CT Corp,Trans Park Kupang
CT Corp,The Trans Icon
CT Corp,Trans Park Jember
CT Corp,"PT Trans Studio
Trans Studio Bandung
Trans Studio Resort Bandung
PT Para Bandung Propertindo (Trans Studio Mall Bandung)
The Trans Luxury Hotel
Ibis Trans Studio Hotel
Masjid Agung Trans Studio Bandung
Trans Studio Cibubur
Trans Studio Mall Cibubur
Trans Studio Resort Bali
Trans Snow World
Trans Studio Snow Town
Aston Tanjung Pinang Hotel & Conference Center
Trans Studio Ski World
Trans Studio Bali
Trans Studio Mall Bali
The Trans Resort Bali
Fashion Hotel Legian
Trans Studio Makassar
PT Trans Kalla Makassar (Trans Studio Resort Makassar)
Trans Studio Mall Makassar"
CT Corp,Trans Studio Bandung
CT Corp,Trans Studio Resort Bandung
CT Corp,PT Para Bandung Propertindo (Trans Studio Mall Bandung)
CT Corp,The Trans Luxury Hotel
CT Corp,Ibis Trans Studio Hotel
CT Corp,Masjid Agung Trans Studio Bandung
CT Corp,Trans Studio Cibubur
CT Corp,Trans Studio Mall Cibubur
CT Corp,Trans Studio Resort Bali
CT Corp,Trans Snow World
CT Corp,Trans Studio Snow Town
CT Corp,Aston Tanjung Pinang Hotel & Conference Center
CT Corp,Trans Studio Ski World
CT Corp,Trans Studio Bali
CT Corp,Trans Studio Mall Bali
CT Corp,The Trans Resort Bali
CT Corp,Fashion Hotel Legian
CT Corp,Trans Studio Makassar
CT Corp,PT Trans Kalla Makassar (Trans Studio Resort Makassar)
CT Corp,Trans Studio Mall Makassar
CT Corp,Trans City
CT Corp,Gedung Trans TV
CT Corp,Menara Bank Mega
CT Corp,Wisma Trans Lifestyle
CT Corp,Graha Trans Coffee
CT Corp,"PT Trans Oto Internasional
1-Station"
CT Corp,1-Station
CT Corp,"PT CT Global Resources
PT Para Inti Energy
PT Para Energy Investindo
PT CT Agro
PT Kaltim CT Agro
PT Kalbar CT Agro
PT Kalteng CT Agro
PT Arah Tumata
PT Wahana Kutai Kencana"
CT Corp,PT Para Inti Energy
CT Corp,PT Para Energy Investindo
CT Corp,PT CT Agro
CT Corp,PT Kaltim CT Agro
CT Corp,PT Kalbar CT Agro
CT Corp,PT Kalteng CT Agro
CT Corp,PT Arah Tumata
CT Corp,PT Wahana Kutai Kencana
CT Corp,"CT Arsa Foundation
Duta Bangsa
SMA Unggulan CT Foundation
London School of Public Relations Bekasi
Yayasan Mitra Netra
Bukti ARSA"
CT Corp,Duta Bangsa
CT Corp,SMA Unggulan CT Foundation
CT Corp,London School of Public Relations Bekasi
CT Corp,Yayasan Mitra Netra
CT Corp,Bukti ARSA
CT Corp,Chairul Tanjung (46.88%)
CT Corp,BlackRock Inc. (4.78%)
CT Corp,UOB-Kay Hian (Hong Kong) Ltd (3.26%)
CT Corp,shareholder (60.94%)
Elang Mahkota Teknologi,PT Elang Mahkota Teknologi Tbk
Elang Mahkota Teknologi,Emtek
Elang Mahkota Teknologi,"Surya Citra Media
SCTV
Indosiar
Vidio.com
Nex Parabola
Screenplay Productions
Screenplay Films
Screenplay Infinite Films
SinemArt
Indonesia Entertainmen Group
Indonesia Entertainmen Studio
Indonesia Entertainmen Produksi
DreamToon
Digital Rantai Maya
Stream Entertainment
KapanLagi Youniverse
KapanLagi.com
Liputan6.com
Bintang.com
Bola.com
Bola.net
Famous.id
Dream.co.id
Brilio.net
Fimela.com
Vemale.com
Merdeka.com
Otosia.com
Sooperboy.com"
Elang Mahkota Teknologi,SCTV
Elang Mahkota Teknologi,Indosiar
Elang Mahkota Teknologi,Vidio.com
Elang Mahkota Teknologi,Nex Parabola
Elang Mahkota Teknologi,"Screenplay Productions
Screenplay Films
Screenplay Infinite Films"
Elang Mahkota Teknologi,Screenplay Films
Elang Mahkota Teknologi,Screenplay Infinite Films
Elang Mahkota Teknologi,SinemArt
Elang Mahkota Teknologi,"Indonesia Entertainmen Group
Indonesia Entertainmen Studio
Indonesia Entertainmen Produksi"
Elang Mahkota Teknologi,Indonesia Entertainmen Studio
Elang Mahkota Teknologi,Indonesia Entertainmen Produksi
Elang Mahkota Teknologi,DreamToon
Elang Mahkota Teknologi,Digital Rantai Maya
Elang Mahkota Teknologi,Stream Entertainment
Elang Mahkota Teknologi,"KapanLagi Youniverse
KapanLagi.com
Liputan6.com
Bintang.com
Bola.com
Bola.net
Famous.id
Dream.co.id
Brilio.net
Fimela.com
Vemale.com
Merdeka.com
Otosia.com
Sooperboy.com"
Elang Mahkota Teknologi,KapanLagi.com
Elang Mahkota Teknologi,Liputan6.com
Elang Mahkota Teknologi,Bintang.com
Elang Mahkota Teknologi,Bola.com
Elang Mahkota Teknologi,Bola.net
Elang Mahkota Teknologi,Famous.id
Elang Mahkota Teknologi,Dream.co.id
Elang Mahkota Teknologi,Brilio.net
Elang Mahkota Teknologi,Fimela.com
Elang Mahkota Teknologi,Vemale.com
Elang Mahkota Teknologi,Merdeka.com
Elang Mahkota Teknologi,Otosia.com
Elang Mahkota Teknologi,Sooperboy.com
Elang Mahkota Teknologi,"O Channel
O Shop"
Elang Mahkota Teknologi,O Shop
Elang Mahkota Teknologi,Karir.com
Elang Mahkota Teknologi,Lakupon
Elang Mahkota Teknologi,Bukalapak
Elang Mahkota Teknologi,Rumah.com
Elang Mahkota Teknologi,Oto.com
Elang Mahkota Teknologi,Reservasi.com
Elang Mahkota Teknologi,HijUp
Elang Mahkota Teknologi,Bobobobo
Elang Mahkota Teknologi,BrideStory
Elang Mahkota Teknologi,Home Tester Club
Elang Mahkota Teknologi,Kudo
Elang Mahkota Teknologi,SuitMedia
Elang Mahkota Teknologi,Elang Sejahtera Mandiri
Elang Mahkota Teknologi,EDIK
Elang Mahkota Teknologi,Doku
Elang Mahkota Teknologi,"Media Komunika Teknologi
KlikDokter.com
Klik-Apotek.com"
Elang Mahkota Teknologi,KlikDokter.com
Elang Mahkota Teknologi,Klik-Apotek.com
Elang Mahkota Teknologi,Eye Indonesia
Elang Mahkota Teknologi,"Surya Citra Media
SCTV
Indosiar
Vidio.com
Nex Parabola
Screenplay Productions
Screenplay Films
Screenplay Infinite Films
SinemArt
Indonesia Entertainmen Group
Indonesia Entertainmen Studio
Indonesia Entertainmen Produksi
DreamToon
Digital Rantai Maya
Stream Entertainment
KapanLagi Youniverse
KapanLagi.com
Liputan6.com
Bintang.com
Bola.com
Bola.net
Famous.id
Dream.co.id
Brilio.net
Fimela.com
Vemale.com
Merdeka.com
Otosia.com
Sooperboy.com"
Elang Mahkota Teknologi,SCTV
Elang Mahkota Teknologi,Indosiar
Elang Mahkota Teknologi,Vidio.com
Elang Mahkota Teknologi,Nex Parabola
Elang Mahkota Teknologi,"Screenplay Productions
Screenplay Films
Screenplay Infinite Films"
Elang Mahkota Teknologi,Screenplay Films
Elang Mahkota Teknologi,Screenplay Infinite Films
Elang Mahkota Teknologi,SinemArt
Elang Mahkota Teknologi,"Indonesia Entertainmen Group
Indonesia Entertainmen Studio
Indonesia Entertainmen Produksi"
Elang Mahkota Teknologi,Indonesia Entertainmen Studio
Elang Mahkota Teknologi,Indonesia Entertainmen Produksi
Elang Mahkota Teknologi,DreamToon
Elang Mahkota Teknologi,Digital Rantai Maya
Elang Mahkota Teknologi,Stream Entertainment
Elang Mahkota Teknologi,"KapanLagi Youniverse
KapanLagi.com
Liputan6.com
Bintang.com
Bola.com
Bola.net
Famous.id
Dream.co.id
Brilio.net
Fimela.com
Vemale.com
Merdeka.com
Otosia.com
Sooperboy.com"
Elang Mahkota Teknologi,KapanLagi.com
Elang Mahkota Teknologi,Liputan6.com
Elang Mahkota Teknologi,Bintang.com
Elang Mahkota Teknologi,Bola.com
Elang Mahkota Teknologi,Bola.net
Elang Mahkota Teknologi,Famous.id
Elang Mahkota Teknologi,Dream.co.id
Elang Mahkota Teknologi,Brilio.net
Elang Mahkota Teknologi,Fimela.com
Elang Mahkota Teknologi,Vemale.com
Elang Mahkota Teknologi,Merdeka.com
Elang Mahkota Teknologi,Otosia.com
Elang Mahkota Teknologi,Sooperboy.com
Elang Mahkota Teknologi,"O Channel
O Shop"
Elang Mahkota Teknologi,O Shop
Elang Mahkota Teknologi,Karir.com
Elang Mahkota Teknologi,Lakupon
Elang Mahkota Teknologi,Bukalapak
Elang Mahkota Teknologi,Rumah.com
Elang Mahkota Teknologi,Oto.com
Elang Mahkota Teknologi,Reservasi.com
Elang Mahkota Teknologi,HijUp
Elang Mahkota Teknologi,Bobobobo
Elang Mahkota Teknologi,BrideStory
Elang Mahkota Teknologi,Home Tester Club
Elang Mahkota Teknologi,Kudo
Elang Mahkota Teknologi,SuitMedia
Elang Mahkota Teknologi,Elang Sejahtera Mandiri
Elang Mahkota Teknologi,EDIK
Elang Mahkota Teknologi,Doku
Elang Mahkota Teknologi,"Media Komunika Teknologi
KlikDokter.com
Klik-Apotek.com"
Elang Mahkota Teknologi,KlikDokter.com
Elang Mahkota Teknologi,Klik-Apotek.com
Elang Mahkota Teknologi,Eye Indonesia
Harita Group,The Harita Group
Jawa Pos Group,Jawa Pos
Kalbe Farma,PT Kalbe Farma Tbk
Kompas Gramedia Group,Official Kompas Gramedia website
Kompas Gramedia Group,Official Warta Kota website
Kompas Gramedia Group,Official Kompas Gramedia website
Kompas Gramedia Group,Official Warta Kota website
Mayapada Group,Bank Mayapada
Mayapada Group,PT Banten Media Global Televisi (MYTV)
Mayapada Group,PT Metropolitan Televisindo (RTV)
Mayapada Group,Guo Ji Ri Bao
Mayapada Group,PT Wahana Mediatama (Forbes)
Mayapada Group,PT Elia Mediatama Indonesia (Elle)
Mayapada Group,PT Bank Mayapada Internasional Tbk (Bank Mayapada)
Mayapada Group,PT Sompo Insurance Indonesia (Sompo)
Mayapada Group,PT Zurich Insurance Indonesia (Zurich Insurance)
Mayapada Group,PT Zurich Topas Life (Zurich Life)
Mayapada Group,"PT Mayapada Properti Indonesia Tbk
PT Mayapada Healthcare Group
PT Sejahteraraya Anugrahjaya Tbk (Rumah Sakit Mayapada)
PT Mayapada Clinic Pratama (Mayapada Clinic)
PT Agave Biomedi Investama (Biomedilab)
PT Precise Pacific Realty (Mayapada Tower)
Mayapada Tower 1
Mayapada Tower 2
Mayapada Banua Center
The Grand Banua
Sky Pavilion
Mayapada Office Tower
Regent Bali Hotel and Residence
Fairmont Sanur Beach Bali
Mall Bali Galleria"
Mayapada Group,"PT Mayapada Healthcare Group
PT Sejahteraraya Anugrahjaya Tbk (Rumah Sakit Mayapada)
PT Mayapada Clinic Pratama (Mayapada Clinic)
PT Agave Biomedi Investama (Biomedilab)"
Mayapada Group,PT Sejahteraraya Anugrahjaya Tbk (Rumah Sakit Mayapada)
Mayapada Group,PT Mayapada Clinic Pratama (Mayapada Clinic)
Mayapada Group,PT Agave Biomedi Investama (Biomedilab)
Mayapada Group,"PT Precise Pacific Realty (Mayapada Tower)
Mayapada Tower 1
Mayapada Tower 2"
Mayapada Group,Mayapada Tower 1
Mayapada Group,Mayapada Tower 2
Mayapada Group,"Mayapada Banua Center
The Grand Banua
Sky Pavilion
Mayapada Office Tower"
Mayapada Group,The Grand Banua
Mayapada Group,Sky Pavilion
Mayapada Group,Mayapada Office Tower
Mayapada Group,Regent Bali Hotel and Residence
Mayapada Group,Fairmont Sanur Beach Bali
Mayapada Group,Mall Bali Galleria
Mayapada Group,"PT Sona Topas Tourism Industry Tbk (Sonatour)
PT Inti Dufree Promosindo (DFS)"
Mayapada Group,PT Inti Dufree Promosindo (DFS)
Mayapada Group,Tahir Foundation
Rajawali Corpora,"Archi Indonesia
PT Meares Soputan Mining
PT Tambang Tondano Nusajaya"
Rajawali Corpora,PT Meares Soputan Mining
Rajawali Corpora,PT Tambang Tondano Nusajaya
Rajawali Corpora,Eagle High Plantations
Rajawali Corpora,Fortune Indonesia
Rajawali Corpora,"Golden Eagle Energy
PT Internasional Prima Coal
PT Triaryani"
Rajawali Corpora,PT Internasional Prima Coal
Rajawali Corpora,PT Triaryani
Rajawali Corpora,Indo Mines
Rajawali Corpora,"Rajawali Property Group
Rajawali Place (Under Development)
St. Regis Jakarta (Under Development)
St. Regis Bali Resort
St. Regis Langkawi
Four Seasons Jakarta
The Laguna Resort & Spa
The Westin Langkawi
Sheraton Senggigi Beach Resort
Sheraton Imperial Hotel
Novotel Lombok Resort"
Rajawali Corpora,Rajawali Place (Under Development)
Rajawali Corpora,St. Regis Jakarta (Under Development)
Rajawali Corpora,St. Regis Bali Resort
Rajawali Corpora,St. Regis Langkawi
Rajawali Corpora,Four Seasons Jakarta
Rajawali Corpora,The Laguna Resort & Spa
Rajawali Corpora,The Westin Langkawi
Rajawali Corpora,Sheraton Senggigi Beach Resort
Rajawali Corpora,Sheraton Imperial Hotel
Rajawali Corpora,Novotel Lombok Resort
Rajawali Corpora,Rajawali Televisi
Rajawali Corpora,Velo Networks
Sinar Mas Group,Sinar Mas
Sinar Mas Group,PT SMART
Sinar Mas Group,PT Innovate Mas Indonesia
Sinar Mas Group,"PT Mora Quatro Multimedia (CEPAT NET, HOMELinks)"
Sinar Mas Group,"PT Sinar Mas Komunikasi Teknologi Tbk (Sinar Mas Communication & Technology)
PT Smartfren Telecom Tbk (Smartfren)
PT Ahamobi Telecom Tbk (AhaMobi)"
Sinar Mas Group,PT Smartfren Telecom Tbk (Smartfren)
Sinar Mas Group,PT Ahamobi Telecom Tbk (AhaMobi)
Sinar Mas Group,PT The Univenus
Sinar Mas Group,"PT Sinar Dunia Makmur (Sinar Dunia)
PT Indah Kiat Pulp & Paper Tbk (Asia Pulp & Paper)
Indah Kiat Pulp & Paper Industries Tbk
PT Pabrik Kertas Tjiwi Kimia Tbk
PT Pindo Deli Pulp and Paper Mills
PT Lontar Papyrus Pulp & Paper Industry
PT Ekamas Fortuna
PT Purinusa Ekapersada"
Sinar Mas Group,PT Indah Kiat Pulp & Paper Tbk (Asia Pulp & Paper)
Sinar Mas Group,Indah Kiat Pulp & Paper Industries Tbk
Sinar Mas Group,PT Pabrik Kertas Tjiwi Kimia Tbk
Sinar Mas Group,PT Pindo Deli Pulp and Paper Mills
Sinar Mas Group,PT Lontar Papyrus Pulp & Paper Industry
Sinar Mas Group,PT Ekamas Fortuna
Sinar Mas Group,PT Purinusa Ekapersada
Sinar Mas Group,PT Sinar Mas Agro Resources and Technology Tbk[3][4]
Sinar Mas Group,PT Sinar Mas Multiartha Tbk (Sinar Mas Multiartha)
Defense Industries Organization,DIO
IDRO Group,Industrial Development & Renovation Organization of Iran
IDRO Group,IDRO
IDRO Group,Economy of Iran
IDRO Group,IMIDRO
IDRO Group,Industry of Iran
IDRO Group,International rankings of Iran
IDRO Group,Iranian automobile industry
IDRO Group,Iranian railway industry
IDRO Group,List of Iranian companies
IDRO Group,National Iranian Oil Company
IDRO Group,National Iranian Petrochemical Company
IDRO Group,Privatization in Iran
IDRO Group,Science and technology in Iran
IDRO Group,Geological Survey and Mineral Exploration of Iran
IDRO Group,"Promotion of local and foreign investments with minority holdings owned by IDRO (less than 50% of the shares) with particular emphasis on new, hi-tech and export-oriented industries."
IDRO Group,Restructuring the existing industries through participation of reputable foreign companies in order to transfer new technologies and to enhance the non-oil exports of Iran.
IDRO Group,Development of general contracting activities with the participation of the Iranian private sector and credible foreign companies.
IDRO Group,Rendering consultancy and support services to foreign investors.
IDRO Group,Privatization of the existing subsidiaries.
IDRO Group,Industrial Investment
IDRO Group,Management Development
IDRO Group,Automotive Industry
IDRO Group,Industrial Equipment Machinery
IDRO Group,Marine Industry
IDRO Group,Railway Industry
IDRO Group,Hi-Tech Industries Development
IDRO Group,General Contracting
IDRO Group,Health care
IDRO Group,Banking
Iran Electronics Industries,Integrated Electronics Industries
Iran Electronics Industries,IEI
Iran Electronics Industries,صنایع الکترونیک ایران
Iran Electronics Industries,صاایران
Maadiran Group,Maadiran group
Maadiran Group,Maadiran Building Management Services (official site)
Maadiran Group,Maadiran Property Development(official site)
Africa Israel Investments,Africa Israel Investments Ltd.
Africa Israel Investments,"In June 2009, Africa Israel Group sold its 50 percent stake in the Gottex swimwear firm to its joint venture partners for 44 million shekel (US$11.3 million).[17]"
Africa Israel Investments,"In March 2009, Africa Israel Properties sold its stakes in two shopping centres in the Tel Aviv area to Melisron Ltd TASE: MLSR, a company controlled by the Ofer Brothers Group.[18]"
Delek,Delek Group
Delek,Gadot Biochemical Ltd.
Delek,Delek Energy [87.6%]
Delek,Delek Drilling LP (TASE: DEDR.L) [68.8%]
Delek,Avner Oil & Gas Exploration LP (TASE: AVNR.L) [55.9%]
International Metalworking Companies,IMC International Metalworking Companies B.V.
International Metalworking Companies,IMC Group
International Metalworking Companies,ISCAR Metalworking
International Metalworking Companies,TaeguTec
International Metalworking Companies,Tungaloy Corporation
International Metalworking Companies,Ingersoll Cutting Tools
Asahi Breweries,"Asahi Group Holdings, Ltd."
Asahi Kasei,Asahi Kasei Corporation
Asahi Kasei,KASEI
Asahi Kasei,"Chemicals & fibers
Chemicals
Polymer products
Specialty chemicals
Fibers"
Asahi Kasei,Chemicals
Asahi Kasei,Polymer products
Asahi Kasei,Specialty chemicals
